title,company,location,sector,description,contract_type,salary,posted_date,job_url,source_website
Technicien spécialisé en Electroménager,Entreprise Anonyme,Tunis,CDI,CDI 800 - 1000 TND,800 - 1000 TND,800-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/232563/technicien-specialise-dans-lelectromenager/,keejob.com
Administration Réseau  Système,Entreprise Anonyme,Tunis,CDI,CDI 1000 - 1500 TND,1000 - 1500 TND,1000-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232565/administration-r%C3%A9seau-syst%C3%A8me/,keejob.com
Chargé communication digitale,BKM DE COMMERCE,Tunis,commerce / vente / distribution,commerce / vente / distribution Indépendant/Freelance,Freelance,,02/12/2025,https://www.keejob.com/offres-emploi/companies/31173/bkm-de-commerce/,keejob.com
Ingénieur Mécanique,Entreprise Anonyme,Tunis,CDI,CDI 1111 - 9999 TND,1111 - 9999 TND,1111-9999 TND,02/12/2025,https://www.keejob.com/offres-emploi/232572/ing%C3%A9nieur-m%C3%A9canique/,keejob.com
webmaster,RS CONSULTING SERVICES,Tunis,consulting / étude / stratégie,consulting / étude / stratégie CDI 1000 - 2500 TND,CDI,1000-2500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/22806/rs-consulting-services/,keejob.com
Assistante Achat et Logistique,PLAST ALFIN,Tunis,autres,autres SIVP,SIVP,,02/12/2025,https://www.keejob.com/offres-emploi/companies/31284/plast-alfin/,keejob.com
Responsable des ventes,Entreprise Anonyme,Tunis,,No description available,,,02/12/2025,https://www.keejob.com/offres-emploi/232577/responsable-des-ventes/,keejob.com
Customer Service,TUNISHIP,Tunis,transport / logistique,transport / logistique CDI SIVP 700 - 800 TND,CDI,700-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/20563/ste-tuniship/,keejob.com
Conducteur des Travaux photovoltaïques,POULINA GROUP HOLDING,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/198/poulina-group-holding/,keejob.com
Directeur Commercial H/F,HR HOUSE INTERNATIONAL,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/4313/hr-house-international/,keejob.com
receptionniste,HOTEL YASMINE BEACH,Tunis,tourisme / hôtellerie / restauration / loisirs,tourisme / hôtellerie / restauration / loisirs CDD 800 - 1000 TND,CDD,800-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/30279/hotel-yasmine-beach/,keejob.com
Conseillers Commerciaux en Réception dAppel,ACTIVE CONTACT,Tunis,call center / télévente,call center / télévente CDI SIVP 1000 - 1500 TND,CDI,1000-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/891/active-contact/,keejob.com
Community Manager,ORIENT TEA,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement CDI SIVP Indépendant/Freelance,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/26638/ot/,keejob.com
Responsable Commercial,Entreprise Anonyme,Tunis,CDI,CDI CDD SIVP 800 - 1500 TND,CDD,800-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232578/cotupap-recrute-responsable-commercial/,keejob.com
Assistante transite,ITALICA,Tunis,autres,autres CDI SIVP 700 - 1000 TND,CDI,700-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32512/italica/,keejob.com
Cadreur talentueux,Entreprise Anonyme,Tunis,1200 - 1500 TND,1200 - 1500 TND,,1200-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232535/cadreur-talentueux/,keejob.com
Monteur vidéo,Entreprise Anonyme,Tunis,CDI,CDI CDD SIVP Indépendant/Freelance 1200 - 1500 TND,CDD,1200-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232536/monteur-vid%C3%A9o/,keejob.com
agent administrative,HOPE EVENTS AND SERVICES,Tunis,tourisme / hôtellerie / restauration / loisirs,tourisme / hôtellerie / restauration / loisirs CDD SIVP 700 - 900 TND,CDD,700-900 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/29699/hope-events-and-services/,keejob.com
Assistante vétérinaire,VETO MED,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI 500 - 600 TND,CDI,500-600 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/31083/veto-med/,keejob.com
Vendeuse,MARKET 5,Tunis,commerce / vente / distribution,commerce / vente / distribution 600 - 650 TND,600 - 650 TND,600-650 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33672/market-5/,keejob.com
Gestionnaire Des Stocks,MEDICAL CONTACT,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI 800 - 1000 TND,CDI,800-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32928/medical-contact/,keejob.com
1 Chargée dAccueil et Bureau dOrdre.,SOTEFI SELECTA,Tunis,journalisme / traduction / édition,journalisme / traduction / édition CDI 850 - 900 TND,CDI,850-900 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/10833/sotefi-selecta/,keejob.com
Community Manager,Entreprise Anonyme,Tunis,1200 - 1500 TND,1200 - 1500 TND,,1200-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232537/community-manager/,keejob.com
HELPDESK techniker in deutscher Sprache,CPL JOBS,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI 1800 - 2000 TND,CDI,1800-2000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/14383/cpl-jobs/,keejob.com
Call Center Agent / Kundenberater,CPL JOBS,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI 1600 - 1700 TND,CDI,1600-1700 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/14383/cpl-jobs/,keejob.com
Gestionnaire backofficeFrançais/Anglais,CPL JOBS,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI 1050 - 1300 TND,CDI,1050-1300 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/14383/cpl-jobs/,keejob.com
Gestionnaire Backoffice Bilingue,CPL JOBS,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI 1000 - 1100 TND,CDI,1000-1100 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/14383/cpl-jobs/,keejob.com
Commercial Terrain,XUL PRINT,Tunis,communication / publicité / média,communication / publicité / média CDI CDD SIVP 600 - 800 TND,CDI,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17332/xul-print/,keejob.com
Responsable déquipe Gestion H/F,SPB ISC,Tunis,banque / finance / assurances,banque / finance / assurances CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/424/spb-isc/,keejob.com
Responsable Management Qualité,MOULIN DOR,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement CDI 30000 - 35000 TND,CDI,30000-35000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/19041/moulin-d-or/,keejob.com
ADDETTO RECUPERO CREDITI E ALLA FATTURAZIONE,ETAI TUNISIE/INFOPRO DIGITAL,Tunis,communication / publicité / média,communication / publicité / média CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/1228/infopro/,keejob.com
Agent Inventaire,ASTEELFLASH,Tunis,électronique / électricité / énergie,électronique / électricité / énergie CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/11364/asteel-flash/,keejob.com
Technico-Commercial - Solution Energy,HR HOUSE INTERNATIONAL,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/4313/hr-house-international/,keejob.com
Conseiller en Relations Humaines,ASTRAGALE,Tunis,call center / télévente,call center / télévente CDI SIVP 1000 - 5000 TND,CDI,1000-5000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/14096/casanova/,keejob.com
Technicien Supérieur Contrôle Qualité,Entreprise Anonyme,Tunis,,No description available,,,02/12/2025,https://www.keejob.com/offres-emploi/231620/technicien-sup%C3%A9rieur-contr%C3%B4le-qualit%C3%A9/,keejob.com
Technicien Qualité,GROUP BENETEAU TUNISIE,Tunis,aéronautique / aviation / voyagiste,aéronautique / aviation / voyagiste CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/29427/group-beneteau-tunisie/,keejob.com
Urbaniste,SCET TUNISIE,Tunis,consulting / étude / stratégie,consulting / étude / stratégie CDI 1111 - 1112 TND,CDI,1111-1112 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/281/scet-tunisie/,keejob.com
Superviseur de Production  Composites/Résine,GROUP BENETEAU TUNISIE,Tunis,aéronautique / aviation / voyagiste,aéronautique / aviation / voyagiste CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/29427/group-beneteau-tunisie/,keejob.com
Représentant Commercial-Grand Tunis,POULINA GROUP HOLDING,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/198/poulina-group-holding/,keejob.com
TECHNICIEN EN MAINTENANCE INDUSRIELLE,Entreprise Anonyme,Tunis,CDI,CDI 900 - 1100 TND,900 - 1100 TND,900-1100 TND,02/12/2025,https://www.keejob.com/offres-emploi/231611/technicien-en-maintenance-indusrielle/,keejob.com
TECHNICIEN EN ELECTRICITE INDUSTRIELLE,DEUTSCHCOLOR,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI 900 - 1100 TND,CDI,900-1100 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17517/deutschcolor/,keejob.com
Ingénieur en chimie ou biologie industrielle,Entreprise Anonyme,Tunis,,No description available,,,02/12/2025,https://www.keejob.com/offres-emploi/231619/ing%C3%A9nieur-en-chimie-ou-biologie-industrielle/,keejob.com
Pharmacien,Entreprise Anonyme,Tunis,,No description available,,,02/12/2025,https://www.keejob.com/offres-emploi/231629/pharmacien/,keejob.com
Chargée Qualité-Sécurité SI,POULINA GROUP HOLDING,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/198/poulina-group-holding/,keejob.com
Chargé clientèle,OWLIANCE TUNISIE,Tunis,informatique / télécoms,informatique / télécoms CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/4507/owliance-tunisie/,keejob.com
Production Supervisor,Entreprise Anonyme,Tunis,CDI,CDI 999 - 9999 TND,999 - 9999 TND,999-9999 TND,02/12/2025,https://www.keejob.com/offres-emploi/231614/production-supervisor/,keejob.com
"Téléconseillers Appels, Chat  Email",OUTSOURCIA,Tunis,call center / télévente,call center / télévente CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/225/phoneact/,keejob.com
Responsable Qualité / RD chez KYUFI,ORIENT TEA,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/26638/ot/,keejob.com
Responsable Système dInformation,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI 1500 - 2500 TND,CDI,1500-2500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Agent de Conditionnement,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI SIVP 500 - 600 TND,CDI,500-600 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Superviseur Magasin,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI SIVP 500 - 1000 TND,CDI,500-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Agent CIP  Poste Nuit,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique 500 - 700 TND,500 - 700 TND,500-700 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Analyste Physico-chimie Poste Nuit,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique CDD SIVP 500 - 900 TND,CDD,500-900 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Technicien maintenance,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Technicien de Production Homme,LABORATOIRE THERA,Tunis,santé / paramédical / optique,santé / paramédical / optique CDD SIVP,CDD,,02/12/2025,https://www.keejob.com/offres-emploi/companies/17388/laboratoire-thera/,keejob.com
Conseillère Clients,CÉLINE PHARMA,Tunis,cosmétique / parfumerie / luxe,cosmétique / parfumerie / luxe CDI SIVP 700 - 1000 TND,CDI,700-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33476/c%C3%A9line-pharma/,keejob.com
Responsable Achats et Services Généraux,ETABLISSEMENTS ABDELMOULA,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/15790/etablissements-abdelmoula/,keejob.com
Chargée de la Gestion des Canaux,ADVANS TUNISIE MICROFINANCE,Tunis,banque / finance / assurances,banque / finance / assurances,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/5169/advans-tunisie/,keejob.com
Chargée Automatisme,POULINA GROUP HOLDING,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/198/poulina-group-holding/,keejob.com
RESPONSABLE STOCK PDR,Entreprise Anonyme,Tunis,CDI,CDI CDD,CDD,,02/12/2025,https://www.keejob.com/offres-emploi/232487/responsable-stock-pdr/,keejob.com
Cheffe du Personnel,Entreprise Anonyme,Tunis,CDD,CDD 1000 - 1400 TND,1000 - 1400 TND,1000-1400 TND,02/12/2025,https://www.keejob.com/offres-emploi/232497/cheffe-du-personnel/,keejob.com
stage rémunéré,IMMOBILIER FINANCE CONSEIL,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI 600 - 800 TND,CDI,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/23019/immobilier-finance-conseil/,keejob.com
Technicien Supérieur de Production,CÉLINE PHARMA,Tunis,cosmétique / parfumerie / luxe,cosmétique / parfumerie / luxe CDI 800 - 1000 TND,CDI,800-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33476/c%C3%A9line-pharma/,keejob.com
Agent de Production,CÉLINE PHARMA,Tunis,cosmétique / parfumerie / luxe,cosmétique / parfumerie / luxe CDI SIVP 700 - 900 TND,CDI,700-900 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33476/c%C3%A9line-pharma/,keejob.com
Responsable Marketing,CÉLINE PHARMA,Tunis,cosmétique / parfumerie / luxe,cosmétique / parfumerie / luxe CDI 800 - 1000 TND,CDI,800-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33476/c%C3%A9line-pharma/,keejob.com
Chief Technology Officer - CTO,HR HOUSE INTERNATIONAL,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/4313/hr-house-international/,keejob.com
Chargée Commerciale,EMS TUNISIE,Tunis,électronique / électricité / énergie,électronique / électricité / énergie CDI 1500 - 2000 TND,CDI,1500-2000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32934/ems-tunisie/,keejob.com
Opérateurs et conducteurs machine,EMS TUNISIE,Tunis,électronique / électricité / énergie,électronique / électricité / énergie CDI SIVP 600 - 800 TND,CDI,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32934/ems-tunisie/,keejob.com
Assistant e Comptable,QANTALIS,Tunis,comptabilité / gestion / audit,comptabilité / gestion / audit SIVP 600 - 800 TND,SIVP,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32573/qantalis/,keejob.com
TELEVENDEUSE MATRIAUX DE CONSTRUCTION,DEUTSCHCOLOR,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI 800 - 900 TND,CDI,800-900 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/17517/deutschcolor/,keejob.com
Ingénieurs / Techniciens en Génie Thermique,ADVANCIA TELESERVICES,Tunis,call center / télévente,call center / télévente 900 - 1200 TND,900 - 1200 TND,900-1200 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/2394/advancia/,keejob.com
Technicien Informatique,Entreprise Anonyme,Tunis,CDI,CDI,,,02/12/2025,https://www.keejob.com/offres-emploi/232532/technicien-informatique/,keejob.com
Conseiller Voyage,TRAVEL ABROAD,Tunis,tourisme / hôtellerie / restauration / loisirs,tourisme / hôtellerie / restauration / loisirs SIVP Saisonnier 500 - 700 TND,SIVP,500-700 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/21431/travel-abroad/,keejob.com
Business développement manager,ETHICA TUNISIE,Tunis,informatique / télécoms,informatique / télécoms CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/28739/screentech/,keejob.com
Gestionnaire de stock,STE DU BELVEDERE DE RESTAURANT,Tunis,tourisme / hôtellerie / restauration / loisirs,tourisme / hôtellerie / restauration / loisirs SIVP 600 - 800 TND,SIVP,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/30596/ste-du-belvedere-de-restaurant/,keejob.com
Tri et Controle des Ecrans Automobiles,Entreprise Anonyme,Tunis,Indépendant/Freelance,Indépendant/Freelance 100 - 200 TND,100 - 200 TND,100-200 TND,02/12/2025,https://www.keejob.com/offres-emploi/232454/tri-et-controle-des-ecrans-automobiles/,keejob.com
Téléconseiller en réception dappels,MEZZO,Tunis,call center / télévente,call center / télévente CDI SIVP 500 - 700 TND,CDI,500-700 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/107/mezzo/,keejob.com
Infirmiers / Infirmières Italie,CRIT,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/159/crit/,keejob.com
TECHNICIEN SUPERIEUR DEVELOPPEMENT ANALYTIQUE,PHARMAGHREB,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI 800 - 1100 TND,CDI,800-1100 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/859/pharmaghreb/,keejob.com
TECHNICIEN SUPERIEUR LABO,PHARMAGHREB,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI CDD 800 - 1100 TND,CDI,800-1100 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/859/pharmaghreb/,keejob.com
Analyste financier,TUNISIE PROFILES ALUMINIUM,Tunis,industrie métalliques,industrie métalliques,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/31866/tunisie-profiles-aluminium/,keejob.com
Technicien maintenance,GROUPE JUDY,Tunis,chimie / biologie / physique,chimie / biologie / physique CDI 750 - 1000 TND,CDI,750-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/7002/groupe-judy/,keejob.com
Infirmière Scolaire,GROUPE SCOLAIRE RENE DESCARTES,Tunis,enseignement / formation / puériculture,enseignement / formation / puériculture CDI 1000 - 1200 TND,CDI,1000-1200 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/19291/groupe-scolaire-rene-des-cartes/,keejob.com
Assistant en éducation,GROUPE SCOLAIRE RENE DESCARTES,Tunis,enseignement / formation / puériculture,enseignement / formation / puériculture CDD SIVP 800 - 801 TND,CDD,800-801 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/19291/groupe-scolaire-rene-des-cartes/,keejob.com
Animateur Méthodes Technicien méthodes,HUTCHINSON,Tunis,industrie électro-mécaniques,industrie électro-mécaniques CDD SIVP,CDD,,02/12/2025,https://www.keejob.com/offres-emploi/companies/2010/hutchinson/,keejob.com
Responsable salle des ventes-SNA Sidi El Heni,POULINA GROUP HOLDING,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/198/poulina-group-holding/,keejob.com
Responsable Commercial - SNA Sidi El Heni,POULINA GROUP HOLDING,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/198/poulina-group-holding/,keejob.com
Professeure de Philosophie,GROUPE SCOLAIRE RENE DESCARTES,Tunis,enseignement / formation / puériculture,enseignement / formation / puériculture CDI 1500 - 2500 TND,CDI,1500-2500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/19291/groupe-scolaire-rene-des-cartes/,keejob.com
Technicien de Maintenance France,CRIT,Tunis,recrutement / ressources humaines,recrutement / ressources humaines CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/159/crit/,keejob.com
Ingénieur en Electromécanique,DAR ESSAYDALI,Tunis,santé / paramédical / optique,santé / paramédical / optique,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/30755/dar-essaydali/,keejob.com
Mécanicien,STGI MARINE,Tunis,aéronautique / aviation / voyagiste,aéronautique / aviation / voyagiste CDI SIVP 1090 - 1700 TND,CDI,1090-1700 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32494/stgi-chantier-naval/,keejob.com
Responsable Commercial  Relation Clients,SFAX SOFT,Tunis,informatique / télécoms,informatique / télécoms CDI 1000 - 2000 TND,CDI,1000-2000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/18049/sfax-soft/,keejob.com
Agent de sécurité,MONOPRIX,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI SIVP 600 - 800 TND,CDI,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/11574/monoprix/,keejob.com
Des chefs de rayons,MONOPRIX,Tunis,commerce / vente / distribution,commerce / vente / distribution SIVP 700 - 850 TND,SIVP,700-850 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/11574/monoprix/,keejob.com
Femme de ménage,MONOPRIX,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI 600 - 800 TND,CDI,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/11574/monoprix/,keejob.com
PROFESSEUR LANGUE ARABE,GROUPE SCOLAIRE RENE DESCARTES,Tunis,enseignement / formation / puériculture,enseignement / formation / puériculture CDI 1000 - 2000 TND,CDI,1000-2000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/19291/groupe-scolaire-rene-des-cartes/,keejob.com
des vendeurs magasin,MONOPRIX,Tunis,commerce / vente / distribution,commerce / vente / distribution SIVP 650 - 700 TND,SIVP,650-700 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/11574/monoprix/,keejob.com
Commercial e hôtellerie,STAROIL,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/13841/staroil-sa/,keejob.com
Responsable Marketing,PARASHOP,Tunis,santé / paramédical / optique,santé / paramédical / optique CDI 1000 - 1500 TND,CDI,1000-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32469/parashop/,keejob.com
Electricien Navale,STGI MARINE,Tunis,aéronautique / aviation / voyagiste,aéronautique / aviation / voyagiste CDI SIVP 890 - 1540 TND,CDI,890-1540 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/32494/stgi-chantier-naval/,keejob.com
Assistante en Marketing,IAHF FORMATION,Tunis,autres,autres,,,02/12/2025,https://www.keejob.com/offres-emploi/companies/30841/iahf-formation/,keejob.com
Technicien Réparation Cartes Mères,PROLOGIC TUNISIE,Tunis,commerce / vente / distribution,commerce / vente / distribution CDI CDD SIVP 1000 - 1500 TND,CDI,1000-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33752/prologic-tunisie/,keejob.com
Technicien Mécanique,Entreprise Anonyme,Tunis,CDI,CDI 800 - 1500 TND,800 - 1500 TND,800-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232389/technicien-m%C3%A9canique/,keejob.com
Directeur de Centre de Formation,Entreprise Anonyme,Tunis,CDI,CDI 800 - 1500 TND,800 - 1500 TND,800-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232411/directeur-de-centre-de-formation/,keejob.com
Développeur BI,METAM,Tunis,informatique / télécoms,informatique / télécoms CDI SIVP 1000 - 3000 TND,CDI,1000-3000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/8363/metam/,keejob.com
Spécialiste DataOps,METAM,Tunis,informatique / télécoms,informatique / télécoms CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/8363/metam/,keejob.com
Ingénieur Chimiste,LACCUMULATEUR TUNISIEN ASSAD,Tunis,électronique / électricité / énergie,électronique / électricité / énergie CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/1957/assad/,keejob.com
Technicien Supérieur en Génie Civil,STBG,Tunis,autres,autres CDI 700 - 1000 TND,CDI,700-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/30821/stbg/,keejob.com
Femme de ménage,WARDY FLAVOURS,Tunis,commerce / vente / distribution,commerce / vente / distribution CDD 740 - 750 TND,CDD,740-750 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/31387/wardy-flavours/,keejob.com
Comptable,GS CONSULTING,Tunis,comptabilité / gestion / audit,comptabilité / gestion / audit CDI SIVP 900 - 1500 TND,CDI,900-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/28745/gsconsulting/,keejob.com
Commercial,Entreprise Anonyme,Tunis,CDI,CDI SIVP 800 - 1000 TND,SIVP,800-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/232399/agence-de-transport-maritime-agence-rades/,keejob.com
Téléconseiller,Entreprise Anonyme,Tunis,CDI,CDI SIVP 1500 - 2100 TND,SIVP,1500-2100 TND,02/12/2025,https://www.keejob.com/offres-emploi/232413/t%C3%A9l%C3%A9conseiller%C3%A8re-experte-d%C3%A9butante/,keejob.com
Comptable,PLAN B,Tunis,tourisme / hôtellerie / restauration / loisirs,tourisme / hôtellerie / restauration / loisirs CDI 1100 - 1500 TND,CDI,1100-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/33268/plan-b/,keejob.com
Agent de liaison,SOCIETE FE SYNDIC PRO,Tunis,gardiennage / sécurité / maintenance,gardiennage / sécurité / maintenance CDD 600 - 800 TND,CDD,600-800 TND,02/12/2025,https://www.keejob.com/offres-emploi/companies/31714/societe-fe-syndic-pro/,keejob.com
Technicien en Tôlerie,Entreprise Anonyme,Tunis,CDD,CDD 800 - 1500 TND,800 - 1500 TND,800-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232391/technicien-en-t%C3%B4lerie/,keejob.com
Administrateur de Systèmes dInformation,Entreprise Anonyme,Tunis,CDI,CDI 900 - 1500 TND,900 - 1500 TND,900-1500 TND,02/12/2025,https://www.keejob.com/offres-emploi/232409/administrateur-de-syst%C3%A8mes-dinformation/,keejob.com
Comptable Saisie,VEO WORLDWIDE SERVICES,Tunis,consulting / étude / stratégie,consulting / étude / stratégie CDI,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/13089/veo-worldwide-services/,keejob.com
Responsable Accueil Administration,Entreprise Anonyme,Tunis,CDD,CDD 700 - 1000 TND,700 - 1000 TND,700-1000 TND,02/12/2025,https://www.keejob.com/offres-emploi/232423/responsable-accueil-administration/,keejob.com
BTP en Contrôle Qualité Fejja,SOTUCHOC,Tunis,agriculture / agro-alimentaire / environnement,agriculture / agro-alimentaire / environnement CDI SIVP,CDI,,02/12/2025,https://www.keejob.com/offres-emploi/companies/11711/sotuchoc/,keejob.com
